Título,doi,arxiv,pmid,isbn,doi_score,arxiv_score,pmid_score,isbn_score,are_scores_different,final_score,cited_by_tweeters,cited_by_rdts,readers_count,cited_by_posts_count,cited_by_feeds_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cohorts,cited_by_videos_count,cited_by_gplus_count
Motor Coordination Correlates with Academic Achievement and Cognitive Function in Children.,10.3389/FPSYG.2016.00318,,27014130,,4.70,,4.70,,,4.7,6,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00318,253.00,8.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00318,8.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00318,2.00,6.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00318,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00318
Motor planning of goal-directed action is tuned by the emotional valence of the stimulus: a kinematic study.,10.1038/SREP28780,,27364868,,0.25,,0.25,,,0.25,1,https://api.altmetric.com/v1/doi/10.1038/SREP28780,47.00,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP28780,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP28780,https://api.altmetric.com/v1/doi/10.1038/SREP28780,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP28780,https://api.altmetric.com/v1/doi/10.1038/SREP28780
Motor potential evoked by transcranial magnetic stimulation depends on the placement protocol of recording electrodes: a pilot study,10.1088/2057-1976/AB950A,,,,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,,,,,-1,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,https://api.altmetric.com/v1/doi/10.1088/2057-1976/AB950A,,,,
Multi-class oscillating systems of interacting neurons,10.1016/J.SPA.2016.09.013,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2016.09.013,,,,
NetPyNE implementation and rescaling of the Potjans-Diesmanncortical microcircuit model,,2005.03764,,,,0.50,,,,0.5,,,,,,,,,,,
Neurophysiologic Correlates of Post-stroke Mood and Emotional Control,10.3389/FNHUM.2016.00428,,27625600,,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,,https://api.altmetric.com/v1/pmid/27625600,,,-1,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00428,,,,
Neurophysiologic predictors of motor function in stroke.,10.3233/RNN-150550,,26518670,,8.00,,8.00,,,8,https://api.altmetric.com/v1/doi/10.3233/RNN-150550,https://api.altmetric.com/v1/doi/10.3233/RNN-150550,67.00,1.00,https://api.altmetric.com/v1/doi/10.3233/RNN-150550,1.00,1.00,https://api.altmetric.com/v1/doi/10.3233/RNN-150550,0.00,https://api.altmetric.com/v1/doi/10.3233/RNN-150550,https://api.altmetric.com/v1/doi/10.3233/RNN-150550
Non-Decaying postsynaptics potentials and delayed spikes in hippocampal pyramidal neurons generated by a zero slope conductance created by the persistent Na+ current.,10.1080/19336950.2018.1433940,,29380651,,0.50,,0.50,,,0.5,1,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940,3.00,1.00,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940,1.00,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940,1.00,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940,https://api.altmetric.com/v1/doi/10.1080/19336950.2018.1433940
Non-parametric estimation of the spiking rate in systems of interacting neurons,10.1007/S11203-016-9150-4,,,,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,https://api.altmetric.com/v1/doi/10.1007/S11203-016-9150-4,,,,
Nonparametric statistical inference for the context tree of a stationary ergodic process,10.1214/15-EJS1065,,,,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,,,,,-1,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,https://api.altmetric.com/v1/doi/10.1214/15-EJS1065,,,,
Nonparametric statistics of dynamic networks with distinguishable nodes,10.1007/S11749-017-0524-8,,,,1.85,,,,,1.85,4,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8,8.00,6.00,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8,4.00,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8,4.00,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8,https://api.altmetric.com/v1/doi/10.1007/S11749-017-0524-8
Observing Grasping Actions Directed to Emotion-Laden Objects: Effects upon Corticospinal Excitability,10.3389/FNHUM.2016.00434,,27625602,,3.25,,3.25,,,3.25,1,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434,32.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434,3.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434,1.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2016.00434
On a toy model of interacting neurons,10.1214/15-AIHP701,1410.3263,,,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,3.75,,,,3.75,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701,https://api.altmetric.com/v1/doi/10.1214/15-AIHP701
On an anti-Ramsey threshold for random graphs,10.1016/J.EJC.2014.02.004,,,,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2014.02.004,,,,
On an anti-Ramsey threshold for sparse graphs with one triangle,10.1002/JGT.22150,,,,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,,,,,-1,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,https://api.altmetric.com/v1/doi/10.1002/JGT.22150,,,,
On highly supercritical oriented percolation in two dimensions,,1311.2952,,,,0.25,,,,0.25,,,,,,,,,,,
On hypergraphs without loose cycles,10.1016/J.DISC.2017.12.015,,,,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2017.12.015,,,,
On Sequence Learning Models: Open-loop Control Not Strictly Guided by Hick's Law,10.1038/SREP23018,,26975409,,4.50,,4.50,,,4.5,2,https://api.altmetric.com/v1/doi/10.1038/SREP23018,23.00,4.00,https://api.altmetric.com/v1/doi/10.1038/SREP23018,4.00,https://api.altmetric.com/v1/doi/10.1038/SREP23018,https://api.altmetric.com/v1/doi/10.1038/SREP23018,1.00,https://api.altmetric.com/v1/doi/10.1038/SREP23018,https://api.altmetric.com/v1/doi/10.1038/SREP23018
On the estimation of the mean of a random vector,10.1214/17-EJS1228,,,,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,,,,,-1,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,https://api.altmetric.com/v1/doi/10.1214/17-EJS1228,,,,
On the Number of Bh-Sets,10.1017/S0963548315000206,,,,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,,,,,-1,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,https://api.altmetric.com/v1/doi/10.1017/S0963548315000206,,,,
"On the number of r-transitive orientations of G(n,p)",10.1016/J.ENDM.2017.06.046,,,,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.06.046,,,,
Optimal Interplay between Synaptic Strengths and Network Structure Enhances Activity Fluctuations and Information Propagation in Hierarchical Modular Networks,10.3390/BRAINSCI10040228,1905.01181,32290351,,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,1.00,https://api.altmetric.com/v1/pmid/32290351,,,1,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228,https://api.altmetric.com/v1/doi/10.3390/BRAINSCI10040228
Oscillations and collective excitability in a model of stochastic neurons under excitatory and inhibitory coupling,10.1103/PHYSREVE.100.062416,,31962449,,2.25,,https://api.altmetric.com/v1/pmid/31962449,,,2.25,4,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416,7.00,4.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416,4.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416,4.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.100.062416
Oscillations and irregular persistent firing patterns in a homogeneous network of excitatory stochastic neurons with gap junctions in the mean-field limit,,1707.06038,,,,0.50,,,,0.5,,,,,,,,,,,
Packing arborescences in random digraphs,,1605.05764,,,,0.50,,,,0.5,,,,,,,,,,,
Phase Transition for Infinite Systems of Spiking Neurons,10.1007/S10955-018-2118-6,,,,2.00,,,,,2,3,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2118-6,5.00,5.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2118-6,4.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2118-6,1.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2118-6,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2118-6
Phase transitions and self-organized criticality in networks of stochastic spiking neurons,10.1038/SREP35831,1606.06391,27819336,,4.50,4.50,4.50,,,4.5,3,https://api.altmetric.com/v1/doi/10.1038/SREP35831,114.00,4.00,https://api.altmetric.com/v1/doi/10.1038/SREP35831,4.00,https://api.altmetric.com/v1/doi/10.1038/SREP35831,https://api.altmetric.com/v1/doi/10.1038/SREP35831,2.00,https://api.altmetric.com/v1/doi/10.1038/SREP35831,https://api.altmetric.com/v1/doi/10.1038/SREP35831
Physics of psychophysics: Large dynamic range in critical square lattices of spiking neurons,10.1103/PHYSREVRESEARCH.2.033057,2006.11254,,,0.25,0.50,,,1,0.375,1,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057,6.00,1.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057,1.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057,1.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057,https://api.altmetric.com/v1/doi/10.1103/PHYSREVRESEARCH.2.033057
Physiology and assessment as low-hanging fruit for education overhaul,10.1007/S11125-017-9393-X,,,,3.35,,,,,3.35,3,https://api.altmetric.com/v1/doi/10.1007/S11125-017-9393-X,50.00,5.00,https://api.altmetric.com/v1/doi/10.1007/S11125-017-9393-X,5.00,https://api.altmetric.com/v1/doi/10.1007/S11125-017-9393-X,1.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S11125-017-9393-X,1.00
Plasticity in the Brain after a Traumatic Brachial Plexus Injury in Adults,10.5772/INTECHOPEN.77133,,,,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,,,,,-1,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,https://api.altmetric.com/v1/doi/10.5772/INTECHOPEN.77133,,,,
Poincaré-Type Inequalities for Compact Degenerate Pure Jump Markov Processes,10.3390/MATH7060518,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.3390/MATH7060518,0.00,1.00,https://api.altmetric.com/v1/doi/10.3390/MATH7060518,1.00,https://api.altmetric.com/v1/doi/10.3390/MATH7060518,https://api.altmetric.com/v1/doi/10.3390/MATH7060518,1.00,https://api.altmetric.com/v1/doi/10.3390/MATH7060518,https://api.altmetric.com/v1/doi/10.3390/MATH7060518
Portable Devices to Induce Lucid Dreams-Are They Reliable?,10.3389/FNINS.2019.00428,,31133778,,153.75,,153.75,,,153.75,14,https://api.altmetric.com/v1/doi/10.3389/FNINS.2019.00428,50.00,37.00,2.00,33.00,15.00,https://api.altmetric.com/v1/doi/10.3389/FNINS.2019.00428,12.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FNINS.2019.00428
Post-class naps boost declarative learning in a naturalistic school setting.,10.1038/S41539-018-0031-Z,,30631475,,67.63,,67.63,,,67.63,85,https://api.altmetric.com/v1/doi/10.1038/S41539-018-0031-Z,38.00,92.00,1.00,87.00,https://api.altmetric.com/v1/doi/10.1038/S41539-018-0031-Z,1.00,1.00,https://api.altmetric.com/v1/doi/10.1038/S41539-018-0031-Z,https://api.altmetric.com/v1/doi/10.1038/S41539-018-0031-Z
Potential properties of L-Asparagine for ESR dosimetry applications,10.1016/J.RADPHYSCHEM.2020.109204,,,,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,https://api.altmetric.com/v1/doi/10.1016/J.RADPHYSCHEM.2020.109204,,,,
Potential Well Spectrum and Hitting Time in Renewal Processes,10.1007/S10955-015-1216-Y,,,,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,https://api.altmetric.com/v1/doi/10.1007/S10955-015-1216-Y,,,,
Powers of Hamilton cycles in pseudorandom graphs,10.1007/S00493-015-3228-2,,,,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,https://api.altmetric.com/v1/doi/10.1007/S00493-015-3228-2,,,,
"Predicting upcoming actions by observation: some facts, models and challenges",,1409.6744,,,,0.25,,,,0.25,,,,,,,,,,,
Primary Motor Cortex Representation of Handgrip Muscles in Patients with Leprosy,10.1371/JOURNAL.PNTD.0003944,,26203653,,79.73,,79.73,,,79.728,2,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PNTD.0003944,46.00,14.00,4.00,14.00,7.00,1.00,1.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PNTD.0003944,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PNTD.0003944
Proof of two conjectures on correlation inequalities for one class of monotone functions,,1306.0862,,,,0.25,,,,0.25,,,,,,,,,,,
Property Testing for Point Sets on the Plane,10.1007/978-3-319-77404-6_43,,,,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,https://api.altmetric.com/v1/doi/10.1007/978-3-319-77404-6_43,,,,
Psychosis and the Control of Lucid Dreaming,10.3389/FPSYG.2016.00294,,27014118,,35.41,,35.41,,,35.414,33,1.00,139.00,36.00,2.00,36.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00294,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00294,3.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00294,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2016.00294
Quantifying word salad: The structural randomness of verbal reports predicts negative symptoms and Schizophrenia diagnosis 6 months later,,1610.08566,,,,https://api.altmetric.com/v1/arxiv/1610.08566,,,,-1,,,,,,,,,,,
Reduced functional connectivity within the primary motor cortex of patients with brachial plexus injury.,10.1016/J.NICL.2016.07.008,1506.07889,27547727,,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,0.25,https://api.altmetric.com/v1/pmid/27547727,,,0.25,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008,https://api.altmetric.com/v1/doi/10.1016/J.NICL.2016.07.008
"Relationships of Balance, Gait Performance, and Functional Outcome in Chronic Stroke Patients: A Comparison of Left and Right Lesions.",10.1155/2015/716042,,26583129,,1.00,,1.00,,,1,2,https://api.altmetric.com/v1/doi/10.1155/2015/716042,111.00,2.00,https://api.altmetric.com/v1/doi/10.1155/2015/716042,2.00,https://api.altmetric.com/v1/doi/10.1155/2015/716042,https://api.altmetric.com/v1/doi/10.1155/2015/716042,2.00,https://api.altmetric.com/v1/doi/10.1155/2015/716042,https://api.altmetric.com/v1/doi/10.1155/2015/716042
Rényi Entropies and Large Deviations for the First Match Function,10.1109/TIT.2015.2406695,,,,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,,,,,-1,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,https://api.altmetric.com/v1/doi/10.1109/TIT.2015.2406695,,,,
Retrieving a Context Tree from EEG Data,10.3390/MATH7050427,,,,0.25,,,,,0.25,https://api.altmetric.com/v1/doi/10.3390/MATH7050427,https://api.altmetric.com/v1/doi/10.3390/MATH7050427,13.00,1.00,https://api.altmetric.com/v1/doi/10.3390/MATH7050427,1.00,https://api.altmetric.com/v1/doi/10.3390/MATH7050427,1.00,0.00,https://api.altmetric.com/v1/doi/10.3390/MATH7050427,https://api.altmetric.com/v1/doi/10.3390/MATH7050427
Retrieving the structure of probabilistic sequences of auditory stimuli from EEG data,,2001.11502,,,,1.50,,,,1.5,,,,,,,,,,,
Robust Model Selection for Stochastic Processes,10.1080/03610926.2013.851220,,,,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,,,,,-1,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,https://api.altmetric.com/v1/doi/10.1080/03610926.2013.851220,,,,
Sample average approximation with heavier tails I: non-asymptotic bounds with weak assumptions and stochastic constraints,,1705.00822,,,,0.25,,,,0.25,,,,,,,,,,,
Sample average approximation with heavier tails II: localization in stochastic convex optimization and persistence results for the Lasso,,1711.04734,,,,0.25,,,,0.25,,,,,,,,,,,
Self-Consistent Scheme for Spike-Train Power Spectra in Heterogeneous Sparse Networks.,10.3389/FNCOM.2018.00009,,29551968,,2.25,,2.25,,,2.25,5,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009,20.00,5.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009,5.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009,4.00,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009,https://api.altmetric.com/v1/doi/10.3389/FNCOM.2018.00009
Self-organized critical balanced networks: a unified framework,,1906.05624,,,,1.25,,,,1.25,,,,,,,,,,,
Self-Organized Near-Zero-Lag Synchronization Induced by Spike-Timing Dependent Plasticity in Cortical Populations.,10.1371/JOURNAL.PONE.0140504,,26474165,,1.25,,1.25,,,1.25,2,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504,24.00,2.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504,2.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504,2.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0140504
Self-Organized Supercriticality and Oscillations in Networks of Stochastic Spiking Neurons,10.3390/E19080399,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.3390/E19080399,25.00,1.00,https://api.altmetric.com/v1/doi/10.3390/E19080399,1.00,https://api.altmetric.com/v1/doi/10.3390/E19080399,https://api.altmetric.com/v1/doi/10.3390/E19080399,1.00,https://api.altmetric.com/v1/doi/10.3390/E19080399,https://api.altmetric.com/v1/doi/10.3390/E19080399
Self-sustained activity in balanced networks with low firing-rate,,1809.01020v1,,,,https://api.altmetric.com/v1/arxiv/1809.01020v1,,,,-1,,,,,,,,,,,
